OLUR_00005389 	 Q9JLI7
OLUR_00012106 	 Q9H490
OLUR_00015204 	 A8XMW6
OLUR_00013827 	 P22105
OLUR_00020702 	 Q9ES30
OLUR_00007984 	 Q9NY47
OLUR_00018413 	 A4IHF8
OLUR_00003426 	 Q7ZVN7
OLUR_00021968 	 Q96RW7
OLUR_00004752 	 Q9BZA7
OLUR_00004753 	 Q6KEQ9
OLUR_00019355 	 Q9U8W8
OLUR_00002011 	 O14523
OLUR_00018361 	 P10587
OLUR_00014776 	 Q7TT41
OLUR_00003054 	 P25067
OLUR_00010355 	 Q5ZMS4
OLUR_00006961 	 Q3SZI0
OLUR_00018562 	 O93530
OLUR_00018548 	 O08595
OLUR_00023836 	 Q9H015
OLUR_00011509 	 Q9I931
OLUR_00014650 	 Q16G71
OLUR_00014649 	 Q3SZV6
OLUR_00014942 	 Q6P2W7
OLUR_00002398 	 A2T6X9
OLUR_00002400 	 Q99814
OLUR_00014572 	 O15945
OLUR_00019202 	 Q8ML92
OLUR_00003871 	 C3ZQF9
OLUR_00003870 	 P09241
OLUR_00018179 	 Q94K49
OLUR_00019863 	 Q29R99
OLUR_00016151 	 Q3ZC89
OLUR_00010847 	 Q8BLF1
OLUR_00012837 	 Q5XGY9
OLUR_00012836 	 Q9FYP9
OLUR_00012537 	 Q6P2Y2
OLUR_00003898 	 Q6AZB8
OLUR_00003414 	 Q9DCL4
OLUR_00015333 	 A2RUW1
OLUR_00010958 	 P62932
OLUR_00009628 	 Q6PF21
OLUR_00018657 	 Q96RW7
OLUR_00022606 	 Q9JL27
OLUR_00018059 	 Q8BVU5
OLUR_00018105 	 P02746
OLUR_00020382 	 Q96RW7
OLUR_00022671 	 P91254
OLUR_00010094 	 Q9HAW4
OLUR_00007064 	 A7RHB3
OLUR_00000522 	 Q9WV92
OLUR_00016956 	 P19217
OLUR_00017671 	 O75382
OLUR_00016398 	 Q4ZJM9
OLUR_00005523 	 Q01959
OLUR_00008868 	 Q99M80
OLUR_00000678 	 B3EWZ5
OLUR_00002657 	 Q9CTY5
OLUR_00002658 	 P00767
OLUR_00016294 	 Q6PDJ1
OLUR_00023801 	 Q9UDV7
OLUR_00006455 	 G4SLH0
OLUR_00020454 	 P27012
OLUR_00009971 	 P85515
OLUR_00010038 	 Q9BXJ4
OLUR_00008900 	 P21440
OLUR_00015560 	 Q8BG34
OLUR_00000148 	 Q9H3S7
OLUR_00000147 	 P04412
OLUR_00024067 	 Q6X936
OLUR_00007859 	 Q9VCA2
OLUR_00009122 	 G4SLH0
OLUR_00021207 	 A2AVA0
OLUR_00000423 	 Q5RJV1
OLUR_00000421 	 Q7ZXV8
OLUR_00014273 	 Q32LB9
OLUR_00007291 	 A0A0G2JXN2
OLUR_00007292 	 P14533
OLUR_00003869 	 P21520
OLUR_00016094 	 P22031
OLUR_00013946 	 Q71MB6
OLUR_00010032 	 Q56K04
OLUR_00017379 	 Q54EG3
OLUR_00016298 	 Q9XWB9
OLUR_00004727 	 G5EBQ8
OLUR_00012957 	 A8KB59
OLUR_00018921 	 Q9I8C7
OLUR_00023096 	 Q16363
OLUR_00001380 	 A6NGD5
OLUR_00004925 	 H2A0M0
OLUR_00002937 	 Q93356
OLUR_00000844 	 Q8AVG9
OLUR_00005227 	 P21941
OLUR_00011347 	 P35738
OLUR_00004083 	 Q6PCS4
OLUR_00005106 	 V5NAL9
OLUR_00004542 	 Q5F201
OLUR_00004541 	 Q7ZX03
OLUR_00004543 	 Q2TBJ5
OLUR_00006978 	 P59672
OLUR_00018705 	 Q5IS54
OLUR_00015383 	 P51589
OLUR_00011961 	 P23198
OLUR_00021001 	 Q5M9B1
OLUR_00004392 	 Q147U1
OLUR_00023651 	 Q21281
OLUR_00003800 	 Q9Y6R7
OLUR_00003801 	 Q95LU3
OLUR_00019279 	 Q460N5
OLUR_00012892 	 P10076
OLUR_00010468 	 Q8TCC7
OLUR_00014487 	 Q9WV04
OLUR_00001844 	 Q6V0I7
OLUR_00001845 	 P50549
OLUR_00004225 	 Q7Z5L3
OLUR_00004228 	 B2RPV6
OLUR_00016021 	 P12790
OLUR_00012147 	 P57059
OLUR_00022140 	 Q64285
OLUR_00017168 	 P26258
OLUR_00012125 	 V5NAL9
OLUR_00015345 	 P86854
OLUR_00017530 	 Q6P9X4
OLUR_00016719 	 Q5TYW1
OLUR_00001518 	 Q5BLE8
OLUR_00001517 	 P43487
OLUR_00013551 	 Q8R3B7
OLUR_00006587 	 Q08C92
OLUR_00018490 	 Q6DDK3
OLUR_00008778 	 Q5JXM2
OLUR_00009645 	 Q8K2I4
OLUR_00007132 	 Q9BUJ2
OLUR_00011541 	 P48994
OLUR_00012989 	 O88822
OLUR_00007436 	 V5NAL9
OLUR_00017562 	 Q9VJJ7
OLUR_00000754 	 Q9Z136
OLUR_00000753 	 Q9H0K4
OLUR_00012850 	 Q06805
OLUR_00011587 	 Q8N2E2
OLUR_00002260 	 O14562
OLUR_00008051 	 P17972
OLUR_00019720 	 Q6NRS1
OLUR_00009237 	 O42574
OLUR_00007294 	 Q3V3Q7
OLUR_00023006 	 D8VNT0
OLUR_00002292 	 Q25010
OLUR_00002290 	 Q90YS3
OLUR_00002291 	 P53470
OLUR_00002293 	 P55884
OLUR_00005859 	 Q5PQT2
OLUR_00009168 	 O08774
OLUR_00000220 	 Q5EB28
OLUR_00000219 	 Q96GM8
OLUR_00005001 	 P07228
OLUR_00014256 	 Q00808
OLUR_00014257 	 Q5F2N4
OLUR_00007605 	 Q7RX33
OLUR_00018530 	 P01005
OLUR_00013550 	 Q9SVG0
OLUR_00007250 	 Q9DGD1
OLUR_00014093 	 P80108
OLUR_00011965 	 Q5MJS3
OLUR_00010542 	 P62749
OLUR_00010543 	 P74897
OLUR_00007373 	 P61127
OLUR_00001867 	 Q90923
OLUR_00002609 	 O75626
OLUR_00005372 	 Q503M4
OLUR_00000137 	 P16157
OLUR_00000138 	 P56696
OLUR_00018032 	 P11799
OLUR_00010970 	 P08684
OLUR_00016958 	 P63182
OLUR_00001527 	 Q9ESK9
OLUR_00008701 	 P86854
OLUR_00016231 	 P86982
OLUR_00014020 	 B1H1X1
OLUR_00009932 	 Q5THR3
OLUR_00009931 	 Q5THR3
OLUR_00015627 	 Q7SY73
OLUR_00007387 	 P25455
OLUR_00008626 	 P18603
OLUR_00020998 	 P86856
OLUR_00008339 	 Q92824
OLUR_00003148 	 P0C5E4
OLUR_00007529 	 P31596
OLUR_00022828 	 Q9MZD1
OLUR_00015082 	 Q8BZ20
OLUR_00020608 	 P43119
OLUR_00006688 	 Q8C7M3
OLUR_00006687 	 D3ZVM4
OLUR_00005450 	 Q9HCU4
OLUR_00005449 	 Q07553
OLUR_00017580 	 A2BG43
OLUR_00010533 	 Q9TU23
OLUR_00008818 	 Q9P203
OLUR_00023950 	 O08600
OLUR_00005321 	 Q6GM78
OLUR_00008201 	 Q8K3K9
OLUR_00007269 	 F1R8Z9
OLUR_00023487 	 Q8K2J9
OLUR_00007020 	 Q64512
OLUR_00004328 	 Q60453
OLUR_00013216 	 Q9JIZ9
OLUR_00022257 	 Q9QW30
OLUR_00000404 	 Q62559
OLUR_00000405 	 Q6ZNA5
OLUR_00011312 	 Q9I9R4
OLUR_00003015 	 Q96B67
OLUR_00018398 	 Q6ZNA1
OLUR_00009186 	 P09208
OLUR_00005253 	 P46023
OLUR_00007188 	 Q86Y13
OLUR_00007392 	 Q8CBH5
OLUR_00000815 	 Q9H4S2
OLUR_00015253 	 Q9Y6R7
OLUR_00012724 	 P54131
OLUR_00000336 	 B6VQA1
OLUR_00013985 	 B5FYQ0
OLUR_00000541 	 Q5UR46
OLUR_00000542 	 Q8WXX5
OLUR_00000540 	 Q6PGZ3
OLUR_00023176 	 Q9MYM7
OLUR_00007752 	 Q9Y226
OLUR_00002002 	 Q8BYF6
OLUR_00002003 	 Q54V47
OLUR_00002001 	 Q5RCF1
OLUR_00016915 	 O54753
OLUR_00012529 	 P20585
OLUR_00016482 	 Q7ZXB1
OLUR_00001652 	 P49219
OLUR_00013474 	 P83088
OLUR_00019154 	 Q5RGE4
OLUR_00003202 	 P54213
OLUR_00002856 	 P34641
OLUR_00002578 	 Q571J5
OLUR_00002579 	 Q05481
OLUR_00010247 	 B2ZGJ1
OLUR_00000272 	 O16118
OLUR_00015576 	 Q3T075
OLUR_00007587 	 Q8TCU4
OLUR_00015194 	 Q8JFY9
OLUR_00022824 	 Q9BXJ4
OLUR_00019599 	 P83088
OLUR_00001490 	 P46023
OLUR_00010085 	 Q9W0A0
OLUR_00004570 	 H2A0L1
OLUR_00004571 	 Q6B9X6
OLUR_00006855 	 Q3T904
OLUR_00004084 	 D4D8P3
OLUR_00007236 	 O15995
OLUR_00008617 	 P41823
OLUR_00018364 	 A7RM45
OLUR_00019169 	 P30874
OLUR_00000932 	 Q6YKA8
OLUR_00000933 	 Q67XX3
OLUR_00000934 	 E9PY46
OLUR_00010200 	 Q5TYQ8
OLUR_00006305 	 Q9ERI6
OLUR_00018997 	 Q0EEE2
OLUR_00003302 	 Q8IW35
OLUR_00007720 	 P26221
OLUR_00013721 	 Q5ZI57
OLUR_00012523 	 Q7LL04
OLUR_00012522 	 C8VK14
OLUR_00020332 	 P23919
OLUR_00024511 	 P10079
OLUR_00016786 	 Q8S8T8
OLUR_00012315 	 Q9BRZ2
OLUR_00022159 	 P35408
OLUR_00008399 	 Q6YHK3
OLUR_00014493 	 Q9U8W7
OLUR_00013728 	 Q6DFV5
OLUR_00008250 	 Q4AE28
OLUR_00001105 	 Q3SYU3
OLUR_00001103 	 Q5E960
OLUR_00014156 	 Q58CW6
OLUR_00000556 	 O43156
OLUR_00007947 	 O16797
OLUR_00007793 	 Q7TPV2
OLUR_00010880 	 O75417
OLUR_00017601 	 Q8IZJ3
OLUR_00017862 	 Q3V3A7
OLUR_00015442 	 Q8ITC9
OLUR_00020846 	 Q6NT16
OLUR_00006844 	 Q5E9B3
OLUR_00006845 	 P53611
OLUR_00010746 	 P30974
OLUR_00010358 	 Q9UGM3
OLUR_00017135 	 Q9I8C7
OLUR_00019714 	 P82198
OLUR_00013358 	 Q53S58
OLUR_00004868 	 Q80T23
OLUR_00007138 	 P97288
OLUR_00000576 	 Q14686
OLUR_00000575 	 Q9NUQ9
OLUR_00012057 	 D3YXG0
OLUR_00005926 	 Q9BGT1
OLUR_00005927 	 Q6ZU80
OLUR_00014716 	 A1L237
OLUR_00016387 	 Q86X02
OLUR_00019187 	 Q5ZLV2
OLUR_00002659 	 Q91YW3
OLUR_00001360 	 Q9U6M0
OLUR_00016103 	 Q0VAA2
OLUR_00013691 	 B3EWZ6
OLUR_00008931 	 P05099
OLUR_00001902 	 B3EWZ5
OLUR_00001903 	 Q2HJ57
OLUR_00005157 	 Q1JQA5
OLUR_00005156 	 Q5M7U6
OLUR_00003497 	 Q9NZQ8
OLUR_00003496 	 Q5TTP0
OLUR_00012932 	 Q3ZBT5
OLUR_00015974 	 Q5QJE6
OLUR_00007504 	 Q9C0B7
OLUR_00007182 	 A8Y5T1
OLUR_00014652 	 F7J220
OLUR_00005734 	 Q9YHV3
OLUR_00003394 	 Q5F364
OLUR_00013463 	 A2RU49
OLUR_00006452 	 Q80VI1
OLUR_00007325 	 O93309
OLUR_00007154 	 Q7K556
OLUR_00021519 	 V5NAL9
OLUR_00019662 	 Q3ZC15
OLUR_00017648 	 O62640
OLUR_00016806 	 Q5UQ35
OLUR_00005017 	 Q8SPQ0
OLUR_00008035 	 Q99PI8
OLUR_00023652 	 Q4LDE5
OLUR_00023969 	 P21872
OLUR_00016179 	 Q9UHP3
OLUR_00014745 	 O43301
OLUR_00001988 	 Q5ZL67
OLUR_00001989 	 Q5XJN2
OLUR_00010764 	 P12545
OLUR_00010763 	 Q29485
OLUR_00005022 	 Q9Y493
OLUR_00017089 	 Q6P1G6
OLUR_00019623 	 O93430
OLUR_00009738 	 Q5R5U4
OLUR_00000710 	 O14562
OLUR_00016003 	 P82596
OLUR_00016002 	 P82596
OLUR_00004122 	 P10730
OLUR_00013920 	 Q8BMI0
OLUR_00013919 	 Q861W0
OLUR_00003641 	 P0C0T2
OLUR_00019864 	 Q6PEC4
OLUR_00020338 	 Q2HJ57
OLUR_00004880 	 Q9UBB5
OLUR_00004881 	 Q9D494
OLUR_00004879 	 Q96AY4
OLUR_00015929 	 O70212
OLUR_00003237 	 Q9ET66
OLUR_00008078 	 O75369
OLUR_00012268 	 P31335
OLUR_00010858 	 Q0V9W6
OLUR_00010857 	 Q5FVW4
OLUR_00000191 	 P37662
OLUR_00023281 	 Q9TU53
OLUR_00012295 	 P34456
OLUR_00012293 	 Q6R7D0
OLUR_00002441 	 P0DJG4
OLUR_00002442 	 Q9P109
OLUR_00016649 	 Q1EHB4
OLUR_00007700 	 Q5F4C0
OLUR_00013978 	 Q0IHH1
OLUR_00007862 	 A8WGF4
OLUR_00003000 	 Q4UMH6
OLUR_00003002 	 P97742
OLUR_00009584 	 Q9UN19
OLUR_00003464 	 P56718
OLUR_00010385 	 Q7SYH5
OLUR_00001784 	 Q13002
OLUR_00001785 	 P39087
OLUR_00019578 	 O43301
OLUR_00011477 	 Q9R237
OLUR_00004936 	 P18756
OLUR_00010481 	 Q5ZKA2
OLUR_00014298 	 Q8TAA9
OLUR_00009723 	 P10039
OLUR_00018583 	 Q9P2N4
OLUR_00013571 	 Q5DTY9
OLUR_00002808 	 Q99JX3
OLUR_00002807 	 E1BSW7
OLUR_00006055 	 P13944
OLUR_00021005 	 Q8TCT0
OLUR_00006793 	 Q90805
OLUR_00022316 	 Q8MPM1
OLUR_00022293 	 Q29042
OLUR_00011322 	 Q9H777
OLUR_00009332 	 Q9NZJ4
OLUR_00009333 	 Q9NZJ4
OLUR_00004951 	 P18488
OLUR_00007200 	 P86786
OLUR_00024051 	 Q9JKZ2
OLUR_00015978 	 Q32P85
OLUR_00020097 	 Q8K0U4
OLUR_00009688 	 Q923X4
OLUR_00002182 	 Q9CR92
OLUR_00002183 	 A7SLC8
OLUR_00009768 	 Q8TDX9
OLUR_00024584 	 Q9CZJ2
OLUR_00009197 	 O88874
OLUR_00000303 	 Q5TZA2
OLUR_00006785 	 Q9TST4
OLUR_00011732 	 Q9VZW5
OLUR_00011731 	 Q63505
OLUR_00018483 	 Q8K2J9
OLUR_00003399 	 A0JP85
OLUR_00003402 	 Q5RD21
OLUR_00003401 	 Q9BUN8
OLUR_00022174 	 Q8TCI5
OLUR_00015386 	 Q9BZJ0
OLUR_00002972 	 Q9UM22
OLUR_00013973 	 P02594
OLUR_00011470 	 Q5UPX0
OLUR_00011316 	 Q6GMR7
OLUR_00020326 	 P82198
OLUR_00012627 	 Q96M20
OLUR_00008022 	 P80025
OLUR_00017523 	 B3EWZ5
OLUR_00005467 	 Q05481
OLUR_00001067 	 Q3MHZ8
OLUR_00017079 	 Q9C026
OLUR_00005896 	 P05176
OLUR_00008174 	 Q86XX4
OLUR_00012104 	 P62914
OLUR_00012105 	 Q7T0Y4
OLUR_00005119 	 Q149M9
OLUR_00016344 	 B8V7Q1
OLUR_00004056 	 Q9QYS2
OLUR_00019010 	 Q78J03
OLUR_00014191 	 Q66S03
OLUR_00008203 	 Q6DHQ1
OLUR_00022780 	 Q99J25
OLUR_00002963 	 P56941
OLUR_00011540 	 Q55E58
OLUR_00014637 	 Q28728
OLUR_00024104 	 Q80Z71
OLUR_00000417 	 A1Z7T0
OLUR_00001257 	 D8VNS7
OLUR_00001258 	 Q5FVR5
OLUR_00002368 	 Q76B49
OLUR_00020781 	 P24792
OLUR_00013604 	 Q5UQJ2
OLUR_00016763 	 Q15751
OLUR_00009815 	 Q7Z5N4
OLUR_00000254 	 Q1KKS8
OLUR_00006203 	 Q9NPF5
OLUR_00001628 	 Q8VDT1
OLUR_00003720 	 Q86WI1
OLUR_00003719 	 Q80ZA4
OLUR_00007805 	 Q8MIB8
OLUR_00006770 	 O57476
OLUR_00006769 	 A6NDG6
OLUR_00006768 	 Q00472
OLUR_00003851 	 Q16820
OLUR_00013460 	 Q75WF2
OLUR_00008173 	 P11233
OLUR_00022304 	 Q8TDX9
OLUR_00015029 	 P18489
OLUR_00013897 	 O81025
OLUR_00013896 	 Q8K3K9
OLUR_00021824 	 Q7Z0T3
OLUR_00005753 	 Q07553
OLUR_00005754 	 Q9Y2X3
OLUR_00022080 	 Q9MYW3
OLUR_00005386 	 Q9NQV7
OLUR_00005388 	 Q5UPG5
OLUR_00005387 	 O70511
OLUR_00016275 	 O15040
OLUR_00018468 	 P30946
OLUR_00002023 	 P11714
OLUR_00002022 	 Q5XIJ8
OLUR_00002021 	 Q8VHI7
OLUR_00009380 	 Q9Y2D4
OLUR_00001968 	 Q27433
OLUR_00010148 	 Q9BSF4
OLUR_00010149 	 O70458
OLUR_00020677 	 Q4LDE5
OLUR_00007131 	 Q9DE33
OLUR_00011939 	 A2A7Y5
OLUR_00020100 	 Q91XA9
OLUR_00023977 	 Q9W0K0
OLUR_00019655 	 Q66I67
OLUR_00019654 	 Q9H3F6
OLUR_00004662 	 P42620
OLUR_00017492 	 Q1LYG0
OLUR_00001076 	 A6NN14
OLUR_00001078 	 Q6IV72
OLUR_00001077 	 Q8TAW3
OLUR_00001079 	 Q8K3J5
OLUR_00019762 	 Q14314
OLUR_00001715 	 Q8JIR0
OLUR_00004023 	 Q6NXR4
OLUR_00013724 	 Q8N2E2
OLUR_00018556 	 Q9NRH3
OLUR_00015152 	 Q5AXT5
OLUR_00010992 	 P45953
OLUR_00010991 	 Q17NH9
OLUR_00003960 	 Q8VCL5
OLUR_00012711 	 P59222
OLUR_00007736 	 Q9ULG1
OLUR_00007735 	 Q6ZPV2
OLUR_00007742 	 Q6AZN8
OLUR_00007741 	 P91711
OLUR_00023083 	 D9IQ16
OLUR_00022006 	 Q9JHT5
OLUR_00019989 	 P82198
OLUR_00010851 	 P08472
OLUR_00007992 	 O14593
OLUR_00001332 	 Q9D8U4
OLUR_00001331 	 P46023
OLUR_00011720 	 Q8R066
OLUR_00001503 	 Q9P2C4
OLUR_00022088 	 O55240
OLUR_00010163 	 P82252
OLUR_00019821 	 P48182
OLUR_00008234 	 Q64424
OLUR_00003076 	 Q9UHA4
OLUR_00021163 	 Q90X67
OLUR_00004195 	 O15381
OLUR_00015731 	 Q6NRS1
OLUR_00017062 	 Q647I9
OLUR_00016071 	 Q9W0P8
OLUR_00008293 	 Q3SZZ2
OLUR_00008294 	 Q8NHP8
OLUR_00012675 	 P47968
OLUR_00005368 	 Q9PU36
OLUR_00000131 	 Q6P1X6
OLUR_00000134 	 Q9CSU0
OLUR_00000132 	 Q8C0Q4
OLUR_00000130 	 Q4V7Y7
OLUR_00000133 	 P97760
OLUR_00024372 	 Q8VHI3
OLUR_00018655 	 Q09274
OLUR_00012113 	 Q9V0D5
OLUR_00012910 	 P13648
OLUR_00018175 	 Q4ZJM9
OLUR_00016850 	 Q837K0
OLUR_00020080 	 A6NH52
OLUR_00020079 	 A8IW99
OLUR_00017025 	 P36975
OLUR_00021840 	 P07897
OLUR_00009726 	 Q27128
OLUR_00018010 	 Q5ND28
OLUR_00017294 	 P23280
OLUR_00005963 	 Q24498
OLUR_00019880 	 Q9QW30
OLUR_00010270 	 Q92113
OLUR_00016898 	 P82094
OLUR_00013519 	 Q6BEA0
OLUR_00005946 	 Q00004
OLUR_00020197 	 Q9BXJ4
OLUR_00010572 	 Q8K1C7
OLUR_00003013 	 O15943
OLUR_00003014 	 O15943
OLUR_00015074 	 Q71V39
OLUR_00004102 	 P48055
OLUR_00019250 	 O60290
OLUR_00018161 	 P51049
OLUR_00024374 	 Q9FR44
OLUR_00009706 	 A4II09
OLUR_00002694 	 Q56UN5
OLUR_00020669 	 Q6DBY9
OLUR_00004596 	 Q9H7P6
OLUR_00014334 	 P82198
OLUR_00011173 	 O60290
OLUR_00011172 	 A1ZA47
OLUR_00023253 	 P82186
OLUR_00016221 	 Q13003
OLUR_00014231 	 P61799
OLUR_00005219 	 P35556
OLUR_00015578 	 P08635
OLUR_00014602 	 Q9U943
OLUR_00020289 	 P08985
OLUR_00008640 	 Q09YH8
OLUR_00005080 	 O07552
OLUR_00002534 	 Q5RDQ2
OLUR_00010715 	 Q99JY8
OLUR_00020330 	 Q5G266
OLUR_00008635 	 Q96GP6
OLUR_00024161 	 A0A0R4IF99
OLUR_00015078 	 Q6P9Z4
OLUR_00007484 	 Q5RFA0
OLUR_00001749 	 Q15262
OLUR_00018886 	 Q27640
OLUR_00006821 	 G5CTG2
OLUR_00008135 	 C4N147
OLUR_00020693 	 P70031
OLUR_00015912 	 Q6AYJ4
OLUR_00010350 	 Q14191
OLUR_00024038 	 Q54KZ0
OLUR_00003902 	 P54254
OLUR_00009042 	 Q3UHK8
OLUR_00018781 	 P02599
OLUR_00011174 	 Q7K237
OLUR_00008657 	 Q5R930
OLUR_00004920 	 Q7Z402
OLUR_00009835 	 Q96PE6
OLUR_00021925 	 P41731
OLUR_00015754 	 Q7Y0V7
OLUR_00002475 	 Q8NFD2
OLUR_00019717 	 Q61733
OLUR_00016274 	 P08953
OLUR_00011131 	 O70497
OLUR_00017718 	 O01391
OLUR_00002160 	 Q8WW62
OLUR_00002653 	 Q9CQ20
OLUR_00002654 	 P50464
OLUR_00012312 	 Q6NT55
OLUR_00009555 	 Q2PC93
OLUR_00008573 	 O09164
OLUR_00007934 	 Q66IS6
OLUR_00020188 	 Q26619
OLUR_00007664 	 P15043
OLUR_00015568 	 Q13201
OLUR_00002096 	 Q61830
OLUR_00009427 	 Q3SZW1
OLUR_00024110 	 Q9VEI9
OLUR_00017728 	 B3DK56
OLUR_00001621 	 P13395
OLUR_00014978 	 C3XR70
OLUR_00005146 	 Q02040
OLUR_00007275 	 Q8HXX6
OLUR_00007274 	 Q8HXX6
OLUR_00013564 	 P10984
OLUR_00000840 	 Q91756
OLUR_00023129 	 Q9BW91
OLUR_00002100 	 P20742
OLUR_00016227 	 Q8IXX5
OLUR_00022657 	 Q19746
OLUR_00000157 	 O95980
OLUR_00007575 	 Q5R757
OLUR_00007738 	 P18503
OLUR_00021288 	 P06731
OLUR_00012425 	 Q7ZXX1
OLUR_00024421 	 P86854
OLUR_00004147 	 Q5R5R4
OLUR_00007534 	 Q86Z23
OLUR_00021605 	 Q9ESN6
OLUR_00016970 	 Q9D8N3
OLUR_00007517 	 P56962
OLUR_00017290 	 O08848
OLUR_00011579 	 Q6UW60
OLUR_00012469 	 O88992
OLUR_00004818 	 Q9UF02
OLUR_00005661 	 Q8IUC8
OLUR_00021682 	 P57756
OLUR_00001767 	 Q16975
OLUR_00019224 	 Q8WPJ2
OLUR_00018278 	 Q8K2L8
OLUR_00012437 	 D6C652
OLUR_00023510 	 Q86YT5
OLUR_00007619 	 Q7SYH5
OLUR_00019347 	 Q5TTG1
OLUR_00006878 	 Q9JIX8
OLUR_00018064 	 P02637
OLUR_00023005 	 Q6DIB5
OLUR_00023298 	 Q8HY11
OLUR_00012599 	 Q21944
OLUR_00006660 	 Q9H8Y1
OLUR_00004995 	 A2ARS0
OLUR_00001423 	 Q24155
OLUR_00008006 	 Q6ZSM3
OLUR_00006508 	 P36993
OLUR_00009282 	 Q9R0M8
OLUR_00021350 	 P51954
OLUR_00021146 	 P0C1J5
OLUR_00014236 	 Q3UPW2
OLUR_00013411 	 Q9BZF1
OLUR_00011267 	 Q7Z5J4
OLUR_00020815 	 Q8TEB9
OLUR_00001664 	 Q6ZQY2
OLUR_00023585 	 O54750
OLUR_00005039 	 Q6PCG7
OLUR_00002501 	 B0BM24
OLUR_00002502 	 Q6DF46
OLUR_00011771 	 Q9ESN4
OLUR_00017173 	 Q9EQH3
OLUR_00012439 	 Q9NU22
OLUR_00000342 	 P97820
OLUR_00014779 	 Q96NR8
OLUR_00004108 	 Q9JMF7
OLUR_00011970 	 Q5DW34
OLUR_00018757 	 Q3SWY8
OLUR_00024336 	 O43301
OLUR_00011103 	 Q9W0A0
OLUR_00004153 	 Q61510
OLUR_00004154 	 Q3B8G7
OLUR_00006692 	 P97756
OLUR_00001588 	 Q8N3P4
OLUR_00015398 	 C0HK24
OLUR_00007822 	 Q6ZMV7
OLUR_00019281 	 Q8K0U4
OLUR_00009692 	 P47748
OLUR_00017246 	 Q9UM47
OLUR_00020997 	 O45782
OLUR_00019699 	 P53817
OLUR_00020724 	 P15110
OLUR_00021586 	 Q5TZ51
OLUR_00002908 	 Q7Z6M4
OLUR_00004728 	 Q8ITC9
OLUR_00001814 	 A0A0K0MJN3
OLUR_00001815 	 Q5SSZ5
OLUR_00001816 	 Q9D0M2
OLUR_00018819 	 Q96MM6
OLUR_00016421 	 Q6P4S6
OLUR_00019162 	 Q2EMV9
OLUR_00015188 	 Q3SYC2
OLUR_00014109 	 P98158
OLUR_00022244 	 A6H7E2
OLUR_00014647 	 Q9BXX0
OLUR_00017889 	 Q8BM54
OLUR_00021190 	 Q4L751
OLUR_00016018 	 A5D7V7
OLUR_00022372 	 Q9LDI3
OLUR_00011258 	 P59708
OLUR_00011257 	 P55326
OLUR_00011069 	 Q08E00
OLUR_00020665 	 F1QJX5
OLUR_00003889 	 Q4R4S5
OLUR_00003887 	 Q5VXJ0
OLUR_00002289 	 Q14642
OLUR_00000698 	 Q2Q0I9
OLUR_00000697 	 Q8IVV2
OLUR_00000696 	 Q8IVV2
OLUR_00020659 	 Q86Z23
OLUR_00010359 	 Q8R0M8
OLUR_00015312 	 Q0VAA2
OLUR_00003922 	 B0JZV4
OLUR_00005254 	 Q9Z1Q2
OLUR_00024252 	 V5NAL9
OLUR_00017335 	 Q95254
OLUR_00008582 	 O00339
OLUR_00020033 	 O08762
OLUR_00009831 	 Q9XSM2
OLUR_00004483 	 P51152
OLUR_00007232 	 Q5RBX7
OLUR_00024142 	 Q9XWB9
OLUR_00017363 	 J5JH35
OLUR_00011374 	 Q8WWU5
OLUR_00006075 	 Q70LM4
OLUR_00000985 	 O95466
OLUR_00000986 	 P02711
OLUR_00015091 	 Q4KLI9
OLUR_00010281 	 P30974
OLUR_00000082 	 P24585
OLUR_00000083 	 P59240
OLUR_00000084 	 Q9CR41
OLUR_00000086 	 Q9CT10
OLUR_00021866 	 Q9UDY4
OLUR_00016654 	 Q2PZL6
OLUR_00007213 	 Q5ZJI0
OLUR_00005472 	 Q66S03
OLUR_00023779 	 Q23445
OLUR_00023610 	 P19490
OLUR_00003914 	 Q8WWY3
OLUR_00003913 	 P51537
OLUR_00022908 	 Q96MM6
OLUR_00007526 	 Q6AYD3
OLUR_00013556 	 O15118
OLUR_00002761 	 P37276
OLUR_00000197 	 Q9TT89
OLUR_00000196 	 Q96RK0
OLUR_00017658 	 Q01460
OLUR_00024266 	 Q6ZS10
OLUR_00002192 	 Q9R0W9
OLUR_00023717 	 O55071
OLUR_00023449 	 P59222
OLUR_00013285 	 Q5SPX1
OLUR_00007147 	 Q7TN88
OLUR_00023879 	 Q4V885
OLUR_00020548 	 Q05306
OLUR_00015786 	 Q54F46
OLUR_00007589 	 Q9NUV9
OLUR_00003004 	 O93279
OLUR_00010861 	 Q5ZJA4
OLUR_00016746 	 A6H6E2
OLUR_00007476 	 Q96A58
OLUR_00007980 	 P24014
OLUR_00015886 	 Q98SJ5
OLUR_00024378 	 B3EWZ6
OLUR_00001801 	 Q9UV68
OLUR_00002545 	 Q94126
OLUR_00013874 	 Q9CWH6
OLUR_00005756 	 O43255
OLUR_00020006 	 Q70E73
OLUR_00024192 	 Q3T112
OLUR_00021256 	 P09628
OLUR_00022101 	 Q2LK54
OLUR_00001147 	 P29617
OLUR_00010701 	 Q9CZV5
OLUR_00016115 	 Q54KA7
OLUR_00004039 	 A5YM72
OLUR_00004037 	 Q19546
OLUR_00010751 	 O43614
OLUR_00021933 	 Q6PI26
